Vehicle_ID,Crash_ID,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit
V3167,20215005,No,Yes,No,90
V3168,20212096,No,No,Yes,100
V3169,20213078,No,No,No,70
V3170,20213004,No,No,No,70
V3171,20213097,No,No,No,50
V3172,20212189,No,No,No,60
V3173,20211050,No,No,No,100
V3174,20212052,No,No,No,100
V3175,20217024,No,No,No,130
V3176,20213039,No,No,No,100
V3177,20213107,No,No,No,100
V3178,20216006,No,No,No,110
V3179,20215046,No,No,No,110
V3180,20211068,No,No,No,70
V3181,20212147,No,No,No,80
V3182,20217016,No,No,No,100
V3183,20213080,No,No,No,110
V3184,20215143,No,No,No,80
V3185,20212149,No,No,Yes,100
V3186,20213035,No,No,Yes,100
V3187,20211239,No,No,No,100
V3188,20211064,No,No,No,100
V3189,20217031,No,No,No,110
V3190,20214025,No,No,No,100
V3191,20212158,No,No,No,70
V3192,20216019,No,No,No,60
V3193,20211241,No,No,No,50
V3194,20211221,No,No,Yes,100
V3195,20212002,No,No,No,80
V3196,20213029,No,No,No,60
V3197,20211120,No,No,No,110
V3198,20212039,No,No,No,100
V3199,20212063,No,No,No,50
V3200,20213005,No,No,No,80
V3201,20211040,No,No,No,50
V3202,20212148,No,No,No,70
V3203,20215061,No,No,No,50
V3204,20213169,No,No,Yes,100
V3205,20213017,No,No,No,70
V3206,20214014,No,No,No,80
V3207,20215052,No,No,No,50
V3208,20214021,No,No,No,40
V3209,20211012,No,No,Yes,60
V3210,20213182,No,No,No,100
V3211,20211175,No,No,No,50
V3212,20214024,No,No,No,110
V3213,20211196,No,No,No,100
V3214,20217019,No,No,No,80
V3215,20213160,No,No,No,100
V3216,20211062,No,No,No,90
V3217,20212038,No,No,No,80
V3218,20213079,No,No,Yes,100
V3219,20214072,No,No,No,100
V3220,20211038,No,No,No,70
V3221,20217028,No,Yes,No,130
V3222,20211227,No,No,No,50
V3223,20218003,No,No,No,50
V3224,20212204,No,No,No,50
V3225,20211047,No,No,No,100
V3226,20213219,No,No,No,100
V3227,20213180,No,No,Yes,80
V3228,20212177,No,No,No,100
V3229,20213054,No,No,Yes,100
V3230,20212182,No,No,No,50
V3231,20212022,No,Yes,Yes,100
V3232,20211003,No,No,Yes,60
V3233,20211072,No,No,No,60
V3234,20213200,No,No,No,60
V3235,20213038,No,No,No,100
V3236,20211074,No,No,No,100
V3237,20211028,No,No,No,60
V3238,20214052,No,No,Yes,110
V3239,20213077,No,No,No,60
V3240,20211115,No,No,No,100
V3241,20211014,No,No,No,40
V3242,20212165,No,No,No,80
V3243,20211252,No,No,No,70
V3244,20211104,No,No,Yes,110
V3245,20212211,No,No,No,60
V3246,20214063,No,No,No,110
V3247,20211069,No,No,No,100
V3248,20215099,No,No,No,110
V3249,20217029,No,No,No,80
V3250,20214032,No,No,No,110
V3251,20212141,No,No,No,60
V3252,20211096,No,No,No,80
V3253,20211095,No,No,No,100
V3254,20212089,No,No,No,80
V3255,20213061,No,No,No,110
V3256,20211142,No,No,No,80
V3257,20213048,No,No,No,60
V3258,20213033,No,No,No,50
V3259,20213156,No,No,No,100
V3260,20212188,No,No,No,80
V3261,20214069,No,No,No,50
V3262,20211158,No,No,No,100
V3263,20213041,No,No,No,110
V3264,20211144,No,No,No,60
V3265,20216021,No,No,No,100
V3266,20212018,No,No,No,80
V3267,20211186,No,No,No,60
V3268,20214053,No,No,No,60
V3269,20217022,No,No,No,110
V3270,20211216,No,No,No,100
V3271,20215004,No,No,No,60
V3272,20213105,No,No,No,60
V3273,20212103,No,No,No,60
V3274,20212047,No,No,No,60
V3275,20215021,No,No,No,110
V3276,20212064,No,No,No,60
V3277,20211228,No,No,No,110
V3278,20211218,No,No,No,110
V3279,20215073,No,No,No,110
V3280,20213173,No,No,No,100
V3281,20213034,No,Yes,No,100
V3282,20213171,No,No,Yes,100
V3283,20215009,No,No,No,110
V3284,20214073,No,No,No,110
V3285,20213146,No,No,No,100
V3286,20215098,No,No,No,50
V3287,20213099,No,No,No,50
V3288,20211162,Yes,No,No,60
V3289,20212099,No,Yes,No,80
V3290,20213100,No,No,No,100
V3291,20212003,No,No,No,100
V3292,20212107,No,No,No,70
V3293,20215096,No,No,No,50
V3294,20211150,No,No,No,50
V3295,20215070,No,No,No,110
V3296,20211259,No,No,No,50
V3297,20211036,No,Yes,No,100
V3298,20212166,No,Yes,No,50
V3299,20212178,No,No,No,60
V3300,20212020,No,No,No,100
V3301,20213124,No,No,Yes,80
V3302,20215148,No,No,No,110
V3303,20211255,No,No,No,50
V3304,20213125,No,No,No,100
V3305,20217013,No,No,No,110
V3306,20213072,No,No,No,100
V3307,20214038,No,No,No,50
V3308,20211134,No,No,No,80
V3309,20213225,No,No,Yes,80
V3310,20215045,No,No,Yes,110
V3311,20211192,No,No,No,50
V3312,20211053,No,No,Yes,110
V3313,20215083,No,No,No,50
V3314,20215011,No,No,No,60
V3315,20215056,No,No,Yes,110
V3316,20213158,Yes,No,No,110
V3317,20213009,No,No,No,100
V3318,20211129,No,No,No,100
V3319,20213060,No,No,Yes,110
V3320,20217011,No,No,No,130
V3321,20213186,No,No,Yes,100
V3322,20215053,No,No,No,110
V3323,20213194,No,No,No,100
V3324,20212104,No,No,No,100
V3325,20214005,No,No,No,110
V3326,20213209,No,No,No,60
V3327,20213211,No,No,No,50
V3328,20211209,No,No,No,100
V3329,20216026,No,No,No,50
V3330,20213091,No,No,No,60
V3331,20217032,No,No,No,50
V3332,20212190,No,No,No,60
V3333,20211079,No,No,No,110
V3334,20211257,Yes,No,No,50
V3335,20212070,No,No,No,100
V3336,20213203,No,No,No,100
V3337,20215033,No,No,No,110
V3338,20211111,No,No,No,80
V3339,20211231,No,No,No,80
V3340,20212169,No,No,No,80
V3341,20211123,No,No,No,70
V3342,20217001,No,No,No,80
V3343,20214048,No,No,No,110
V3344,20211258,No,No,No,60
V3345,20211222,No,No,No,80
V3346,20211022,No,No,No,100
V3347,20216012,No,No,No,60
V3348,20215068,No,No,No,110
V3349,20215006,No,No,No,60
V3350,20211034,No,No,No,50
V3351,20217004,No,No,No,70
V3352,20215100,No,No,Yes,110
V3353,20211190,No,No,No,100
V3354,20215036,No,No,No,110
V3355,20215037,No,No,No,110
V3356,20213193,No,No,No,50
V3357,20213245,No,No,No,100
V3358,20214057,No,No,No,80
V3359,20215108,No,No,No,110
V3360,20214019,No,No,No,100
V3361,20211132,No,No,No,100
V3362,20212125,No,No,No,100
V3363,20213083,No,No,No,100
V3364,20215124,No,No,No,110
V3365,20215069,No,No,No,60
V3366,20212086,No,No,No,60
V3367,20213044,No,No,No,80
V3368,20212025,Yes,No,No,100
V3369,20215058,No,No,No,70
V3370,20211226,No,No,No,50
V3371,20213021,Yes,No,No,60
V3372,20216003,No,No,No,50
V3373,20212073,No,No,No,40
V3374,20212138,No,No,No,80
V3375,20211206,No,No,No,50
V3376,20212131,No,No,No,100
V3377,20213223,No,No,No,60
V3378,20211043,No,No,Yes,100
V3379,20215092,No,No,No,80
V3380,20214088,Yes,No,No,80
V3381,20211195,No,No,No,100
V3382,20213114,No,No,No,100
V3383,20212117,No,No,No,80
V3384,20215090,No,Yes,No,110
V3385,20212207,No,No,No,100
V3386,20212174,No,No,Yes,100
V3387,20212004,No,No,No,100
V3388,20211001,No,No,Yes,100
V3389,20213152,No,No,No,100
V3390,20212091,No,Yes,No,60
V3391,20216030,No,No,No,100
V3392,20211083,No,No,No,80
V3393,20212037,No,No,No,40
V3394,20212105,No,No,No,50
V3395,20217017,No,No,No,130
V3396,20215094,No,No,No,50
V3397,20214080,No,No,No,60
V3398,20216002,No,Yes,Yes,50
V3399,20211247,No,No,No,60
V3400,20213050,No,No,No,100
V3401,20215050,No,No,Yes,80
V3402,20213059,No,No,No,100
V3403,20213074,No,No,No,100
V3404,20212054,No,No,No,100
V3405,20215115,No,No,No,50
V3406,20214040,No,No,No,80
V3407,20212085,No,No,No,60
V3408,20214093,No,No,No,80
V3409,20211198,No,No,No,80
V3410,20212094,No,No,No,100
V3411,20212195,No,No,No,100
V3412,20211007,No,No,No,60
V3413,20215134,No,No,No,70
V3414,20213055,No,No,No,60
V3415,20214041,No,No,No,60
V3416,20211005,No,Yes,No,50
V3417,20212203,No,No,No,100
V3418,20213089,No,No,No,70
V3419,20211248,No,No,No,100
V3420,20215093,No,No,No,80
V3421,20212121,No,No,No,100
V3422,20215003,No,No,No,110
V3423,20211099,No,No,No,100
V3424,20212163,No,No,No,80
V3425,20213213,No,No,No,100
V3426,20211188,No,Yes,No,60
V3427,20211180,No,No,No,60
V3428,20216023,No,No,No,100
V3429,20213075,No,No,No,50
V3430,20215136,No,No,No,110
V3431,20213076,No,No,No,100
V3432,20211016,No,No,No,50
V3433,20211238,No,No,No,60
V3434,20213168,No,No,No,70
V3435,20213042,No,No,No,70
V3436,20212040,No,No,No,100
V3437,20211082,No,No,No,110
V3438,20214083,No,No,Yes,60
V3439,20213013,No,No,No,100
V3440,20214042,No,No,No,100
V3441,20216005,No,No,No,100
V3442,20212065,No,No,No,100
V3443,20211061,No,No,No,110
V3444,20211067,No,No,No,100
V3445,20215111,No,No,No,110
V3446,20214065,No,No,No,110
V3447,20216017,No,No,No,100
V3448,20212101,No,No,No,100
V3449,20216008,No,No,No,80
V3450,20211137,No,Yes,No,70
V3451,20211060,No,Yes,No,110
V3452,20211033,No,No,No,50
V3453,20211084,No,No,No,50
V3454,20215039,No,No,Yes,110
V3455,20211117,No,No,No,60
V3456,20212045,No,No,No,70
V3457,20213108,No,No,No,80
V3458,20214090,No,No,No,60
V3459,20213234,No,No,No,80
V3460,20218010,No,No,No,80
V3461,20211240,No,No,No,110
V3462,20211098,No,No,Yes,100
V3463,20213220,No,No,No,60
V3464,20217002,No,No,No,110
V3465,20213176,No,No,No,100
V3466,20211219,No,No,No,70
V3467,20214018,No,No,No,60
V3468,20212152,No,No,No,40
V3469,20211071,No,No,No,50
V3470,20214043,No,No,No,110
V3471,20213229,No,No,Yes,100
V3472,20215043,No,No,No,50
V3473,20213236,No,No,No,100
V3474,20212035,No,No,No,60
V3475,20211163,No,No,No,100
V3476,20211092,No,No,No,110
V3477,20218005,No,No,No,80
V3478,20213051,No,No,No,70
V3479,20213047,No,No,No,60
V3480,20211217,No,No,No,100
V3481,20211149,No,Yes,No,100
V3482,20211070,No,No,No,80
V3483,20213081,No,No,No,100
V3484,20213036,No,No,Yes,60
V3485,20213233,No,No,No,80
V3486,20212001,No,No,No,70
V3487,20213244,No,No,Yes,100
V3488,20213014,No,No,Yes,100
V3489,20211035,No,No,No,100
V3490,20213179,No,No,No,80
V3491,20214045,No,No,No,80
V3492,20212191,No,No,No,100
V3493,20213104,No,No,No,90
V3494,20213145,No,No,No,70
V3495,20217021,No,No,No,60
V3496,20212009,No,No,No,100
V3497,20212164,No,No,No,60
V3498,20212042,No,No,No,60
V3499,20212130,No,No,No,100
V3500,20213178,No,No,No,60
V3501,20214082,No,No,Yes,110
V3502,20213243,No,No,No,100
V3503,20212032,No,No,No,100
V3504,20214026,No,No,No,100
V3505,20212081,No,No,No,70
V3506,20213205,No,No,No,100
V3507,20213001,No,No,No,100
V3508,20212033,No,No,No,100
V3509,20211080,No,No,No,50
V3510,20215146,No,No,Yes,110
V3511,20211044,No,No,No,80
V3512,20215042,No,No,No,100
V3513,20213056,No,No,No,100
V3514,20212144,No,No,No,100
V3515,20212110,No,No,No,60
V3516,20215087,No,No,No,110
V3517,20212059,No,No,No,100
V3518,20213109,No,No,No,90
V3519,20212212,No,No,No,100
V3520,20213110,No,No,No,100
V3521,20213148,No,No,No,100
V3522,20214085,No,No,No,60
V3523,20211128,No,No,No,50
V3524,20214006,No,No,No,100
V3525,20212116,No,No,No,100
V3526,20212120,No,No,No,100
V3527,20217030,No,No,No,100
V3528,20212027,No,No,Yes,100
V3529,20215034,No,No,No,100
V3530,20212062,No,Yes,No,100
V3531,20214009,No,No,No,110
V3532,20211052,No,No,No,60
V3533,20212083,No,No,Yes,80
V3534,20215086,No,No,No,110
V3535,20214087,No,No,No,80
V3536,20213147,Yes,No,No,100
V3537,20212015,No,No,Yes,80
V3538,20211056,No,No,No,70
V3539,20215027,No,No,Yes,110
V3540,20213020,No,No,Yes,100
V3541,20211037,No,No,Yes,110
V3542,20214051,No,No,No,50
V3543,20212183,No,No,No,80
V3544,20211171,No,No,No,80
V3545,20211091,No,No,No,50
V3546,20215074,No,No,No,100
V3547,20213189,No,No,Yes,70
V3548,20215097,No,No,No,110
V3549,20211004,No,No,No,110
V3550,20211182,No,No,No,50
V3551,20211065,No,No,No,80
V3552,20213224,No,No,No,60
V3553,20213053,No,No,Yes,100
V3554,20214092,No,No,Yes,60
V3555,20212139,No,Yes,No,100
V3556,20212115,No,No,No,60
V3557,20211090,No,No,No,60
V3558,20213063,No,No,Yes,100
V3559,20213049,No,No,No,70
V3560,20211187,No,No,No,80
V3561,20213043,No,No,No,50
V3562,20211211,No,No,No,80
V3563,20213215,No,No,No,60
V3564,20213207,No,No,No,60
V3565,20211122,No,No,No,50
V3566,20214011,No,No,No,80
V3567,20212046,No,No,No,60
V3568,20215060,No,No,No,50
V3569,20213167,No,No,No,60
V3570,20215119,No,No,No,100
V3571,20213094,No,No,Yes,100
V3572,20213208,No,No,Yes,70
V3573,20214094,No,No,No,80
V3574,20213045,No,No,No,110
V3575,20211214,No,No,No,100
V3576,20212199,No,No,No,90
V3577,20211153,No,No,No,100
V3578,20213138,No,No,Yes,80
V3579,20213007,No,No,No,100
V3580,20211002,No,No,Yes,100
V3581,20212200,No,No,No,100
V3582,20215103,No,No,No,110
V3583,20211109,No,No,No,60
V3584,20212150,No,No,No,70
V3585,20212017,No,No,No,60
V3586,20211210,No,No,No,60
V3587,20215138,No,No,No,80
V3588,20213159,No,No,No,80
V3589,20214089,No,No,No,100
V3590,20213122,No,No,No,70
V3591,20212114,No,No,No,100
V3592,20211169,No,No,No,100
V3593,20212082,No,No,No,100
V3594,20211119,No,No,No,100
V3595,20213117,No,No,No,60
V3596,20212122,No,No,No,50
V3597,20211173,No,No,No,100
V3598,20215117,No,No,No,110
V3599,20211233,No,No,No,60
V3600,20211230,No,No,No,100
V3601,20211051,No,No,No,80
V3602,20216004,No,No,No,100
V3603,20211054,No,No,No,100
V3604,20211253,No,No,No,60
V3605,20212080,No,No,No,80
V3606,20213115,No,No,No,60
V3607,20213064,No,No,No,60
V3608,20213022,No,No,No,110
V3609,20212007,No,No,No,100
V3610,20211073,No,No,No,50
V3611,20214044,No,No,No,110
V3612,20212197,No,No,Yes,100
V3613,20215129,No,Yes,No,100
V3614,20212041,No,No,No,90
V3615,20213095,No,No,No,60
V3616,20213191,No,No,No,80
V3617,20211023,No,No,No,80
V3618,20214002,No,No,No,100
V3619,20212126,No,No,No,60
V3620,20218011,No,No,No,60
V3621,20212069,No,No,No,80
V3622,20211176,No,No,No,100
V3623,20213011,No,Yes,No,110
V3624,20212208,No,No,No,80
V3625,20211141,No,Yes,No,50
V3626,20211032,No,Yes,No,50
V3627,20214068,Yes,No,No,50
V3628,20211243,No,No,Yes,100
V3629,20211143,No,No,No,100
V3630,20212123,No,No,No,90
V3631,20212170,No,No,No,60
V3632,20215081,No,No,No,90
V3633,20213172,No,No,No,100
V3634,20211165,No,No,No,100
V3635,20212192,No,No,No,80
V3636,20213241,No,No,No,60
V3637,20213240,No,No,No,100
V3638,20215008,No,No,No,110
V3639,20214033,Yes,No,No,60
V3640,20214008,No,No,No,60
V3641,20213037,No,No,No,50
V3642,20211193,No,No,No,70
V3643,20214007,No,No,No,80
V3644,20217026,No,No,No,100
V3645,20213131,No,No,No,60
V3646,20211105,No,No,No,50
V3647,20215158,No,No,No,110
V3648,20214076,No,No,No,50
V3649,20215071,No,No,No,110
V3650,20213161,No,No,No,100
V3651,20212193,No,No,No,100
V3652,20211139,No,No,No,100
V3653,20215126,No,No,No,110
V3654,20211102,No,Yes,No,60
V3655,20217005,No,No,No,40
V3656,20211112,No,No,Yes,110
V3657,20212127,No,No,No,100
V3658,20213025,No,No,No,70
V3659,20211046,No,No,No,60
V3660,20214031,No,No,No,100
V3661,20213069,No,No,No,100
V3662,20211110,No,No,No,80
V3663,20214035,No,No,No,100
V3664,20211138,No,No,No,80
V3665,20213184,No,Yes,No,50
V3666,20216015,No,No,No,100
V3667,20215080,No,No,No,110
V3668,20212184,No,No,Yes,80
V3669,20213239,No,No,No,100
V3670,20212043,No,No,No,60
V3671,20217027,No,No,No,60
V3672,20215026,No,No,No,50
V3673,20215051,No,No,No,110
V3674,20215113,No,No,No,80
V3675,20213121,No,No,No,80
V3676,20212202,No,Yes,No,80
V3677,20211156,No,No,No,100
V3678,20212048,No,No,No,100
V3679,20212068,No,No,No,100
V3680,20213246,No,No,No,70
V3681,20215064,No,No,No,60
V3682,20214060,No,No,No,50
V3683,20212100,No,No,No,80
V3684,20213116,No,No,No,100
V3685,20215118,No,No,No,110
V3686,20211114,No,No,No,60
V3687,20211224,No,No,No,50
V3688,20213098,No,No,No,70
V3689,20211107,No,No,No,100
V3690,20211179,No,No,No,100
V3691,20218009,No,No,No,100
V3692,20211157,No,No,No,100
V3693,20215029,No,No,No,110
V3694,20213102,No,No,No,100
V3695,20215010,No,No,No,80
V3696,20215085,No,No,No,60
V3697,20215135,No,No,No,50
V3698,20212112,No,No,No,100
V3699,20212093,No,No,No,100
V3700,20211066,No,No,No,100
V3701,20212102,No,No,No,80
V3702,20214055,No,No,No,50
V3703,20213015,No,No,No,50
V3704,20215079,No,No,No,90
V3705,20211208,No,No,No,50
V3706,20213065,No,No,No,100
V3707,20211223,No,No,No,70
V3708,20211008,No,No,No,100
V3709,20211010,No,No,No,50
V3710,20215048,No,No,No,50
V3711,20214034,No,No,No,70
V3712,20215130,No,No,No,60
V3713,20212168,No,No,No,60
V3714,20215025,No,No,No,110
V3715,20212173,No,No,No,70
V3716,20211019,No,No,No,80
V3717,20215109,No,No,No,70
V3718,20215031,No,No,No,110
V3719,20211204,No,No,No,50
V3720,20213201,No,No,No,70
V3721,20215032,No,No,No,50
V3722,20215112,No,No,No,80
V3723,20211121,No,No,No,60
V3724,20215035,No,No,No,70
V3725,20213221,No,No,No,100
V3726,20214064,No,No,No,110
V3727,20214046,No,No,No,10
V3728,20213018,No,No,Yes,100
V3729,20212140,No,No,No,80
V3730,20213198,No,No,Yes,60
V3731,20216007,No,Yes,No,50
V3732,20203116,No,No,No,110
V3733,20203201,No,No,No,100
V3734,20203050,No,No,No,100
V3735,20201071,No,No,No,80
V3736,20203222,No,No,No,100
V3737,20203006,No,No,No,100
V3738,20202059,No,No,No,80
V3739,20203233,No,No,No,70
V3740,20202124,No,No,No,60
V3741,20205110,No,No,No,70
V3742,20205108,No,No,No,80
V3743,20206023,No,No,No,50
V3744,20202004,No,No,No,100
V3745,20203146,No,No,No,60
V3746,20203134,No,No,No,100
V3747,20204053,No,No,No,50
V3748,20203228,No,No,Yes,100
V3749,20201006,No,No,No,100
V3750,20202109,Yes,No,No,100
V3751,20203158,No,No,No,50
V3752,20204081,No,No,No,60
V3753,20202175,No,No,No,60
V3754,20204074,No,No,No,80
V3755,20203097,No,Yes,No,80
V3756,20203049,No,No,No,100
V3757,20201118,No,Yes,No,70
V3758,20201202,No,Yes,No,100
V3759,20203013,No,No,No,50
V3760,20204003,No,No,No,100
V3761,20205095,No,No,Yes,110
V3762,20203137,No,No,No,100
V3763,20202130,No,No,No,100
V3764,20207022,No,No,No,110
V3765,20205128,No,No,No,80
V3766,20204001,No,No,No,110
V3767,20201212,No,No,No,100
V3768,20203038,No,No,No,50
V3769,20201166,No,No,No,90
V3770,20204004,No,No,Yes,110
V3771,20205127,No,No,No,100
V3772,20201253,No,No,No,50
V3773,20201205,No,No,No,100
V3774,20202066,No,No,No,50
V3775,20202061,No,No,No,100
V3776,20201148,No,No,No,110
V3777,20203105,No,No,No,60
V3778,20203103,No,No,No,100
V3779,20201100,No,No,No,60
V3780,20202100,No,No,No,100
V3781,20202127,No,No,No,50
V3782,20202188,No,No,No,100
V3783,20201033,No,No,No,100
V3784,20201098,No,No,No,50
V3785,20203159,No,No,No,100
V3786,20203163,No,No,No,100
V3787,20207017,No,No,No,60
V3788,20201185,No,No,No,80
V3789,20203063,No,No,No,80
V3790,20204072,No,No,No,60
V3791,20205030,No,No,Yes,110
V3792,20203181,No,No,Yes,100
V3793,20201116,No,No,Yes,100
V3794,20203021,No,No,No,100
V3795,20204068,No,No,No,60
V3796,20203007,No,No,No,100
V3797,20201059,No,No,No,100
V3798,20201250,No,No,No,100
V3799,20207009,No,No,Yes,110
V3800,20201167,No,No,No,80
V3801,20202160,No,No,Yes,100
V3802,20203058,No,No,No,60
V3803,20203160,No,No,No,70
V3804,20201186,No,No,No,50
V3805,20201201,Yes,No,No,40
V3806,20205023,No,No,Yes,60
V3807,20202018,No,No,No,100
V3808,20203185,No,No,No,80
V3809,20201093,No,No,No,100
V3810,20203152,No,No,No,80
V3811,20201043,No,No,No,100
V3812,20207015,No,No,No,110
V3813,20202016,No,No,No,70
V3814,20203011,No,No,No,60
V3815,20206003,No,No,No,100
V3816,20205104,No,No,No,50
V3817,20201058,No,Yes,No,100
V3818,20205067,No,No,No,110
V3819,20205077,No,No,Yes,110
V3820,20203237,No,No,No,80
V3821,20201197,No,No,Yes,100
V3822,20203232,No,No,No,60
V3823,20204020,No,No,No,100
V3824,20201047,No,No,No,100
V3825,20203178,No,No,Yes,100
V3826,20206019,No,No,No,100
V3827,20201065,No,No,No,100
V3828,20205114,No,No,No,80
V3829,20203197,No,No,Yes,100
V3830,20203230,No,No,No,100
V3831,20203164,No,No,No,100
V3832,20203095,No,No,No,100
V3833,20201110,No,Yes,No,50
V3834,20201096,No,No,No,60
V3835,20203015,No,Yes,No,100
V3836,20201180,No,No,No,100
V3837,20201042,No,No,No,60
V3838,20201073,No,Yes,No,100
V3839,20203099,No,No,No,100
V3840,20201022,No,No,No,60
V3841,20204044,No,No,No,110
V3842,20202105,No,No,No,100
V3843,20203024,No,No,No,80
V3844,20203167,No,No,No,60
V3845,20205068,No,No,No,110
V3846,20201165,No,No,No,80
V3847,20202049,No,No,No,100
V3848,20204040,No,No,No,80
V3849,20205106,No,No,No,110
V3850,20207007,No,No,No,110
V3851,20201002,No,No,No,100
V3852,20202039,No,No,No,60
V3853,20201244,No,No,No,50
V3854,20207013,No,No,No,80
V3855,20205014,No,No,No,80
V3856,20201264,No,No,No,60
V3857,20206010,No,No,No,50
V3858,20201223,No,No,No,100
V3859,20203039,No,No,No,60
V3860,20201175,No,No,No,90
V3861,20202095,No,No,No,50
V3862,20203118,No,No,No,80
V3863,20201215,No,No,No,100
V3864,20201051,No,No,No,100
V3865,20201243,No,No,No,100
V3866,20203213,No,No,No,100
V3867,20205083,No,No,No,110
V3868,20204032,No,No,No,60
V3869,20205001,No,No,No,110
V3870,20204054,No,No,No,110
V3871,20205042,No,No,No,110
V3872,20203062,No,No,No,80
V3873,20203155,No,No,No,100
V3874,20202033,No,No,No,60
V3875,20203027,No,No,Yes,100
V3876,20204084,No,No,No,100
V3877,20202072,No,No,No,100
V3878,20202131,No,Yes,No,60
V3879,20202088,No,No,Yes,60
V3880,20205061,No,No,No,80
V3881,20203176,Yes,No,No,80
V3882,20204005,Yes,No,No,60
V3883,20202189,No,No,No,60
V3884,20204029,No,No,No,100
V3885,20207005,No,No,No,80
V3886,20204073,No,No,No,100
V3887,20201021,No,No,No,80
V3888,20203051,No,No,Yes,100
V3889,20202013,No,No,No,100
V3890,20202097,No,No,No,100
V3891,20203055,No,No,No,100
V3892,20204008,No,No,No,100
V3893,20205035,No,No,No,50
V3894,20202133,No,No,No,60
V3895,20205069,No,No,No,60
V3896,20204060,No,No,No,50
V3897,20202134,No,No,No,60
V3898,20203172,No,No,Yes,100
V3899,20202044,No,No,No,60
V3900,20201237,No,Yes,No,60
V3901,20201011,No,No,No,50
V3902,20203014,No,No,Yes,100
V3903,20201209,No,No,No,50
V3904,20205040,No,No,No,80
V3905,20204010,No,No,No,50
V3906,20203083,No,No,No,80
V3907,20205092,No,No,No,90
V3908,20203053,No,No,No,80
V3909,20202053,No,No,No,110
V3910,20203220,No,No,Yes,100
V3911,20203223,No,No,No,90
V3912,20206032,No,No,No,110
V3913,20205048,No,No,No,110
V3914,20202082,No,No,No,100
V3915,20202143,No,No,Yes,100
V3916,20203193,No,No,No,80
V3917,20201045,No,Yes,No,100
V3918,20201106,No,No,No,80
V3919,20207003,No,No,No,70
V3920,20203179,No,No,No,60
V3921,20204012,No,Yes,No,80
V3922,20203205,No,No,Yes,100
V3923,20203068,No,Yes,No,80
V3924,20202037,No,Yes,No,70
V3925,20202071,No,No,No,100
V3926,20204066,No,No,No,80
V3927,20202092,No,No,Yes,110
V3928,20203084,No,No,No,60
V3929,20202087,No,No,No,60
V3930,20201121,No,Yes,No,110
V3931,20201170,No,No,No,100
V3932,20205017,No,No,No,110
V3933,20203074,No,No,No,80
V3934,20202163,No,No,No,100
V3935,20207008,No,No,No,80
V3936,20201078,No,No,No,100
V3937,20201232,No,No,No,100
V3938,20203052,No,No,No,80
V3939,20202118,No,No,No,110
V3940,20204021,No,No,No,50
V3941,20205136,No,No,No,50
V3942,20202102,No,No,No,100
V3943,20206022,No,No,No,100
